# Gene Family	ETBH_Abundance-RPKs	OTBH_Abundance-RPKs
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	18.714	0.0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|g__Zymomonas.s__Zymomonas_mobilis	4.696	0.0
GO:0050518: [MF] 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	12.385	0.0
GO:0050518: [MF] 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	12.385	0.0
GO:0050560: [MF] aspartate-tRNA(Asn) ligase activity	8.088	0.0
GO:0050560: [MF] aspartate-tRNA(Asn) ligase activity|g__Zymomonas.s__Zymomonas_mobilis	8.088	0.0
GO:0050567: [MF] glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	179.985	9.174
GO:0050567: [MF] glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|g__Acetobacter.s__Acetobacter_orientalis	14.493	0.0
GO:0050567: [MF] glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	154.984	9.174
GO:0050567: [MF] glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|g__Zymomonas.s__Zymomonas_mobilis	10.508	0.0
GO:0050568: [MF] protein-glutamine glutaminase activity	14.333	0.0
GO:0050568: [MF] protein-glutamine glutaminase activity|g__Zymomonas.s__Zymomonas_mobilis	14.333	0.0
GO:0050580: [MF] 2,5-didehydrogluconate reductase activity	7.423	0.0
GO:0050580: [MF] 2,5-didehydrogluconate reductase activity|g__Zymomonas.s__Zymomonas_mobilis	7.423	0.0
GO:0050660: [MF] flavin adenine dinucleotide binding	321.522	12.268
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Lactobacillus.s__Lactobacillus_kunkeei	243.649	12.268
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Zymomonas.s__Zymomonas_mobilis	77.873	0.0
GO:0050661: [MF] NADP binding	386.331	4.829
GO:0050661: [MF] NADP binding|g__Lactobacillus.s__Lactobacillus_kunkeei	308.074	4.829
GO:0050661: [MF] NADP binding|g__Zymomonas.s__Zymomonas_mobilis	78.258	0.0
GO:0050662: [MF] coenzyme binding	92.306	0.0
GO:0050662: [MF] coenzyme binding|g__Lactobacillus.s__Lactobacillus_kunkeei	54.912	0.0
GO:0050662: [MF] coenzyme binding|g__Zymomonas.s__Zymomonas_mobilis	37.394	0.0
GO:0050897: [MF] cobalt ion binding	8.529	0.0
GO:0050897: [MF] cobalt ion binding|g__Zymomonas.s__Zymomonas_mobilis	8.529	0.0
GO:0050992: [BP] dimethylallyl diphosphate biosynthetic process	6.122	0.0
GO:0050992: [BP] dimethylallyl diphosphate biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	6.122	0.0
GO:0051007: [MF] squalene-hopene cyclase activity	12.068	0.0
GO:0051007: [MF] squalene-hopene cyclase activity|g__Zymomonas.s__Zymomonas_mobilis	12.068	0.0
GO:0051082: [MF] unfolded protein binding	152.55	8.696
GO:0051082: [MF] unfolded protein binding|g__Acinetobacter.s__Acinetobacter_boissieri	6.306	0.0
GO:0051082: [MF] unfolded protein binding|g__Lactobacillus.s__Lactobacillus_kunkeei	126.543	8.696
GO:0051082: [MF] unfolded protein binding|g__Zymomonas.s__Zymomonas_mobilis	19.701	0.0
GO:0051087: [MF] chaperone binding	32.188	0.0
GO:0051087: [MF] chaperone binding|g__Lactobacillus.s__Lactobacillus_kunkeei	32.188	0.0
GO:0051116: [MF] cobaltochelatase activity	16.199	0.0
GO:0051116: [MF] cobaltochelatase activity|g__Zymomonas.s__Zymomonas_mobilis	16.199	0.0
GO:0051188: [BP] cofactor biosynthetic process	5.233	0.0
GO:0051188: [BP] cofactor biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	5.233	0.0
GO:0051205: [BP] protein insertion into membrane	7.004	0.0
GO:0051205: [BP] protein insertion into membrane|g__Zymomonas.s__Zymomonas_mobilis	7.004	0.0
GO:0051213: [MF] dioxygenase activity	32.688	0.0
GO:0051213: [MF] dioxygenase activity|g__Zymomonas.s__Zymomonas_mobilis	32.688	0.0
GO:0051258: [BP] protein polymerization	24.012	0.0
GO:0051258: [BP] protein polymerization|g__Lactobacillus.s__Lactobacillus_kunkeei	24.012	0.0
GO:0051262: [BP] protein tetramerization	12.883	0.0
GO:0051262: [BP] protein tetramerization|g__Zymomonas.s__Zymomonas_mobilis	12.883	0.0
GO:0051266: [MF] sirohydrochlorin ferrochelatase activity	3.314	0.0
GO:0051266: [MF] sirohydrochlorin ferrochelatase activity|g__Acetobacter.s__Acetobacter_orientalis	3.314	0.0
GO:0051287: [MF] NAD binding	336.251	0.0
GO:0051287: [MF] NAD binding|g__Acetobacter.s__Acetobacter_orientalis	3.314	0.0
GO:0051287: [MF] NAD binding|g__Lactobacillus.s__Lactobacillus_kunkeei	241.587	0.0
GO:0051287: [MF] NAD binding|g__Zymomonas.s__Zymomonas_mobilis	91.35	0.0
GO:0051301: [BP] cell division	921.297	4.99
GO:0051301: [BP] cell division|g__Acetobacter.s__Acetobacter_orientalis	19.589	0.0
GO:0051301: [BP] cell division|g__Acinetobacter.s__Acinetobacter_boissieri	4.211	0.0
GO:0051301: [BP] cell division|g__Lactobacillus.s__Lactobacillus_kunkeei	824.373	4.99
GO:0051301: [BP] cell division|g__Zymomonas.s__Zymomonas_mobilis	73.124	0.0
GO:0051304: [BP] chromosome separation	13.912	0.0
GO:0051304: [BP] chromosome separation|g__Lactobacillus.s__Lactobacillus_kunkeei	13.912	0.0
GO:0051499: [MF] D-aminoacyl-tRNA deacylase activity	36.017	0.0
GO:0051499: [MF] D-aminoacyl-tRNA deacylase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	36.017	0.0
GO:0051536: [MF] iron-sulfur cluster binding	112.025	8.006
GO:0051536: [MF] iron-sulfur cluster binding|g__Acetobacter.s__Acetobacter_orientalis	7.937	0.0
GO:0051536: [MF] iron-sulfur cluster binding|g__Lactobacillus.s__Lactobacillus_kunkeei	22.41	8.006
GO:0051536: [MF] iron-sulfur cluster binding|g__Zymomonas.s__Zymomonas_mobilis	81.678	0.0
GO:0051537: [MF] 2 iron, 2 sulfur cluster binding	4.873	0.0
GO:0051537: [MF] 2 iron, 2 sulfur cluster binding|g__Zymomonas.s__Zymomonas_mobilis	4.873	0.0
GO:0051539: [MF] 4 iron, 4 sulfur cluster binding	162.782	0.0
GO:0051539: [MF] 4 iron, 4 sulfur cluster binding|g__Acetobacter.s__Acetobacter_orientalis	15.553	0.0
GO:0051539: [MF] 4 iron, 4 sulfur cluster binding|g__Acinetobacter.s__Acinetobacter_boissieri	4.15	0.0
GO:0051539: [MF] 4 iron, 4 sulfur cluster binding|g__Lactobacillus.s__Lactobacillus_kunkeei	38.013	0.0
GO:0051539: [MF] 4 iron, 4 sulfur cluster binding|g__Zymomonas.s__Zymomonas_mobilis	105.065	0.0
GO:0051607: [BP] defense response to virus	67.624	0.0
GO:0051607: [BP] defense response to virus|g__Lactobacillus.s__Lactobacillus_kunkeei	62.405	0.0
GO:0051607: [BP] defense response to virus|g__Zymomonas.s__Zymomonas_mobilis	5.22	0.0
GO:0051745: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	6.122	0.0
GO:0051745: [MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity|g__Zymomonas.s__Zymomonas_mobilis	6.122	0.0
GO:0051775: [BP] response to redox state	27.831	0.0
GO:0051775: [BP] response to redox state|g__Lactobacillus.s__Lactobacillus_kunkeei	27.831	0.0
GO:0051903: [MF] S-(hydroxymethyl)glutathione dehydrogenase activity	3.299	0.0
GO:0051903: [MF] S-(hydroxymethyl)glutathione dehydrogenase activity|g__Acetobacter.s__Acetobacter_orientalis	3.299	0.0
GO:0051920: [MF] peroxiredoxin activity	28.626	0.0
GO:0051920: [MF] peroxiredoxin activity|g__Acetobacter.s__Acetobacter_orientalis	12.78	0.0
GO:0051920: [MF] peroxiredoxin activity|g__Lactobacillus.s__Lactobacillus_kunkeei	15.847	0.0
GO:0051991: [MF] UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	36.442	0.0
GO:0051991: [MF] UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.118	0.0
GO:0051991: [MF] UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity|g__Zymomonas.s__Zymomonas_mobilis	8.324	0.0
GO:0051992: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity	26.33	0.0
GO:0051992: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity|g__Acinetobacter.s__Acinetobacter_boissieri	4.211	0.0
GO:0051992: [MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	22.119	0.0
GO:0051996: [MF] squalene synthase activity	10.396	0.0
GO:0051996: [MF] squalene synthase activity|g__Zymomonas.s__Zymomonas_mobilis	10.396	0.0
GO:0052381: [MF] tRNA dimethylallyltransferase activity	26.002	0.0
GO:0052381: [MF] tRNA dimethylallyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.002	0.0
GO:0052657: [MF] guanine phosphoribosyltransferase activity	23.37	0.0
GO:0052657: [MF] guanine phosphoribosyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	23.37	0.0
GO:0052693: [MF] epoxyqueuosine reductase activity	8.884	0.0
GO:0052693: [MF] epoxyqueuosine reductase activity|g__Zymomonas.s__Zymomonas_mobilis	8.884	0.0
GO:0052717: [MF] tRNA-specific adenosine-34 deaminase activity	38.333	0.0
GO:0052717: [MF] tRNA-specific adenosine-34 deaminase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.18	0.0
GO:0052717: [MF] tRNA-specific adenosine-34 deaminase activity|g__Zymomonas.s__Zymomonas_mobilis	11.153	0.0
GO:0052832: [MF] inositol monophosphate 3-phosphatase activity	4.966	0.0
GO:0052832: [MF] inositol monophosphate 3-phosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	4.966	0.0
GO:0052833: [MF] inositol monophosphate 4-phosphatase activity	4.966	0.0
GO:0052833: [MF] inositol monophosphate 4-phosphatase activity|g__Zymomonas.s__Zymomonas_mobilis	4.966	0.0
GO:0052855: [MF] ADP-dependent NAD(P)H-hydrate dehydratase activity	29.575	0.0
GO:0052855: [MF] ADP-dependent NAD(P)H-hydrate dehydratase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.575	0.0
GO:0052906: [MF] tRNA (guanine(37)-N(1))-methyltransferase activity	25.895	0.0
GO:0052906: [MF] tRNA (guanine(37)-N(1))-methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.46	0.0
GO:0052906: [MF] tRNA (guanine(37)-N(1))-methyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	5.435	0.0
GO:0052908: [MF] 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	26.353	0.0
GO:0052908: [MF] 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.353	0.0
GO:0052927: [MF] CTP:tRNA cytidylyltransferase activity	29.838	0.0
GO:0052927: [MF] CTP:tRNA cytidylyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.838	0.0
GO:0052928: [MF] CTP:3'-cytidine-tRNA cytidylyltransferase activity	29.838	0.0
GO:0052928: [MF] CTP:3'-cytidine-tRNA cytidylyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.838	0.0
GO:0052929: [MF] ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity	29.838	0.0
GO:0052929: [MF] ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.838	0.0
GO:0055085: [BP] transmembrane transport	996.728	0.0
GO:0055085: [BP] transmembrane transport|g__Acetobacter.s__Acetobacter_orientalis	10.181	0.0
GO:0055085: [BP] transmembrane transport|g__Lactobacillus.s__Lactobacillus_kunkeei	807.12	0.0
GO:0055085: [BP] transmembrane transport|g__Zymomonas.s__Zymomonas_mobilis	179.428	0.0
GO:0055129: [BP] L-proline biosynthetic process	70.246	0.0
GO:0055129: [BP] L-proline biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	61.461	0.0
GO:0055129: [BP] L-proline biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	8.785	0.0
GO:0061579: [MF] N-acyl homoserine lactone synthase activity	5.813	0.0
GO:0061579: [MF] N-acyl homoserine lactone synthase activity|g__Acetobacter.s__Acetobacter_orientalis	5.813	0.0
GO:0061605: [MF] molybdopterin-synthase adenylyltransferase activity	7.205	0.0
GO:0061605: [MF] molybdopterin-synthase adenylyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	7.205	0.0
GO:0061710: [MF] L-threonylcarbamoyladenylate synthase	25.522	0.0
GO:0061710: [MF] L-threonylcarbamoyladenylate synthase|g__Lactobacillus.s__Lactobacillus_kunkeei	25.522	0.0
GO:0061711: [MF] N(6)-L-threonylcarbamoyladenine synthase	39.941	0.0
GO:0061711: [MF] N(6)-L-threonylcarbamoyladenine synthase|g__Lactobacillus.s__Lactobacillus_kunkeei	26.204	0.0
GO:0061711: [MF] N(6)-L-threonylcarbamoyladenine synthase|g__Zymomonas.s__Zymomonas_mobilis	13.737	0.0
GO:0065002: [BP] intracellular protein transmembrane transport	73.613	0.0
GO:0065002: [BP] intracellular protein transmembrane transport|g__Lactobacillus.s__Lactobacillus_kunkeei	60.368	0.0
GO:0065002: [BP] intracellular protein transmembrane transport|g__Zymomonas.s__Zymomonas_mobilis	13.245	0.0
GO:0065003: [BP] macromolecular complex assembly	5.125	0.0
GO:0065003: [BP] macromolecular complex assembly|g__Zymomonas.s__Zymomonas_mobilis	5.125	0.0
GO:0070006: [MF] metalloaminopeptidase activity	34.634	0.0
GO:0070006: [MF] metalloaminopeptidase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	29.803	0.0
GO:0070006: [MF] metalloaminopeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	4.831	0.0
GO:0070008: [MF] serine-type exopeptidase activity	6.276	0.0
GO:0070008: [MF] serine-type exopeptidase activity|g__Zymomonas.s__Zymomonas_mobilis	6.276	0.0
GO:0070038: [MF] rRNA (pseudouridine-N3-)-methyltransferase activity	28.937	0.0
GO:0070038: [MF] rRNA (pseudouridine-N3-)-methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	28.937	0.0
GO:0070043: [MF] rRNA (guanine-N7-)-methyltransferase activity	27.838	0.0
GO:0070043: [MF] rRNA (guanine-N7-)-methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	27.838	0.0
GO:0070063: [MF] RNA polymerase binding	12.383	0.0
GO:0070063: [MF] RNA polymerase binding|g__Zymomonas.s__Zymomonas_mobilis	12.383	0.0
GO:0070069: [CC] cytochrome complex	6.41	0.0
GO:0070069: [CC] cytochrome complex|g__Zymomonas.s__Zymomonas_mobilis	6.41	0.0
GO:0070084: [BP] protein initiator methionine removal	34.634	0.0
GO:0070084: [BP] protein initiator methionine removal|g__Lactobacillus.s__Lactobacillus_kunkeei	29.803	0.0
GO:0070084: [BP] protein initiator methionine removal|g__Zymomonas.s__Zymomonas_mobilis	4.831	0.0
GO:0070180: [MF] large ribosomal subunit rRNA binding	84.811	0.0
GO:0070180: [MF] large ribosomal subunit rRNA binding|g__Lactobacillus.s__Lactobacillus_kunkeei	75.46	0.0
GO:0070180: [MF] large ribosomal subunit rRNA binding|g__Zymomonas.s__Zymomonas_mobilis	9.351	0.0
GO:0070181: [MF] small ribosomal subunit rRNA binding	35.32	0.0
GO:0070181: [MF] small ribosomal subunit rRNA binding|g__Lactobacillus.s__Lactobacillus_kunkeei	35.32	0.0
GO:0070273: [MF] phosphatidylinositol-4-phosphate binding	41.878	0.0
GO:0070273: [MF] phosphatidylinositol-4-phosphate binding|g__Lactobacillus.s__Lactobacillus_kunkeei	41.878	0.0
GO:0070401: [MF] NADP+ binding	5.126	0.0
GO:0070401: [MF] NADP+ binding|g__Zymomonas.s__Zymomonas_mobilis	5.126	0.0
GO:0070402: [MF] NADPH binding	27.756	0.0
GO:0070402: [MF] NADPH binding|g__Lactobacillus.s__Lactobacillus_kunkeei	21.597	0.0
GO:0070402: [MF] NADPH binding|g__Zymomonas.s__Zymomonas_mobilis	6.159	0.0
GO:0070403: [MF] NAD+ binding	27.261	0.0
GO:0070403: [MF] NAD+ binding|g__Lactobacillus.s__Lactobacillus_kunkeei	21.638	0.0
GO:0070403: [MF] NAD+ binding|g__Zymomonas.s__Zymomonas_mobilis	5.623	0.0
GO:0070475: [BP] rRNA base methylation	33.111	0.0
GO:0070475: [BP] rRNA base methylation|g__Lactobacillus.s__Lactobacillus_kunkeei	26.905	0.0
GO:0070475: [BP] rRNA base methylation|g__Zymomonas.s__Zymomonas_mobilis	6.206	0.0
GO:0070626: [MF] (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	30.116	0.0
GO:0070626: [MF] (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity|g__Lactobacillus.s__Lactobacillus_kunkeei	20.984	0.0
GO:0070626: [MF] (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity|g__Zymomonas.s__Zymomonas_mobilis	9.132	0.0
GO:0070677: [MF] rRNA (cytosine-2'-O-)-methyltransferase activity	35.412	0.0
GO:0070677: [MF] rRNA (cytosine-2'-O-)-methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	30.993	0.0
GO:0070677: [MF] rRNA (cytosine-2'-O-)-methyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	4.419	0.0
GO:0070814: [BP] hydrogen sulfide biosynthetic process	25.8	0.0
GO:0070814: [BP] hydrogen sulfide biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	25.8	0.0
GO:0070929: [BP] trans-translation	25.605	0.0
GO:0070929: [BP] trans-translation|g__Lactobacillus.s__Lactobacillus_kunkeei	25.605	0.0
GO:0071111: [MF] cyclic-guanylate-specific phosphodiesterase activity	11.353	0.0
GO:0071111: [MF] cyclic-guanylate-specific phosphodiesterase activity|g__Zymomonas.s__Zymomonas_mobilis	11.353	0.0
GO:0071266: [BP] 'de novo' L-methionine biosynthetic process	35.851	0.0
GO:0071266: [BP] 'de novo' L-methionine biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	25.211	0.0
GO:0071266: [BP] 'de novo' L-methionine biosynthetic process|g__Zymomonas.s__Zymomonas_mobilis	10.64	0.0
GO:0071424: [MF] rRNA (cytosine-N4-)-methyltransferase activity	33.111	0.0
GO:0071424: [MF] rRNA (cytosine-N4-)-methyltransferase activity|g__Lactobacillus.s__Lactobacillus_kunkeei	26.905	0.0
GO:0071424: [MF] rRNA (cytosine-N4-)-methyltransferase activity|g__Zymomonas.s__Zymomonas_mobilis	6.206	0.0
GO:0071555: [BP] cell wall organization	415.847	0.0
GO:0071555: [BP] cell wall organization|g__Acinetobacter.s__Acinetobacter_boissieri	4.211	0.0
GO:0071555: [BP] cell wall organization|g__Lactobacillus.s__Lactobacillus_kunkeei	366.518	0.0
GO:0071555: [BP] cell wall organization|g__Zymomonas.s__Zymomonas_mobilis	45.118	0.0
GO:0071705: [BP] nitrogen compound transport	118.445	7.106
GO:0071705: [BP] nitrogen compound transport|g__Lactobacillus.s__Lactobacillus_kunkeei	118.445	7.106
GO:0071793: [BP] bacillithiol biosynthetic process	23.523	0.0
GO:0071793: [BP] bacillithiol biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	23.523	0.0
GO:0071897: [BP] DNA biosynthetic process	32.873	0.0
GO:0071897: [BP] DNA biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	32.873	0.0
GO:0071949: [MF] FAD binding	44.706	0.0
GO:0071949: [MF] FAD binding|g__Lactobacillus.s__Lactobacillus_kunkeei	20.519	0.0
GO:0071949: [MF] FAD binding|g__Zymomonas.s__Zymomonas_mobilis	24.187	0.0
GO:0071973: [BP] bacterial-type flagellum-dependent cell motility	87.236	0.0
GO:0071973: [BP] bacterial-type flagellum-dependent cell motility|g__Acetobacter.s__Acetobacter_orientalis	11.554	0.0
GO:0071973: [BP] bacterial-type flagellum-dependent cell motility|g__Zymomonas.s__Zymomonas_mobilis	75.682	0.0
GO:0080130: [MF] L-phenylalanine:2-oxoglutarate aminotransferase activity	8.89	0.0
GO:0080130: [MF] L-phenylalanine:2-oxoglutarate aminotransferase activity|g__Zymomonas.s__Zymomonas_mobilis	8.89	0.0
GO:0090071: [BP] negative regulation of ribosome biogenesis	64.791	6.41
GO:0090071: [BP] negative regulation of ribosome biogenesis|g__Lactobacillus.s__Lactobacillus_kunkeei	59.077	6.41
GO:0090071: [BP] negative regulation of ribosome biogenesis|g__Zymomonas.s__Zymomonas_mobilis	5.714	0.0
GO:0090529: [BP] cell septum assembly	6.646	0.0
GO:0090529: [BP] cell septum assembly|g__Zymomonas.s__Zymomonas_mobilis	6.646	0.0
GO:0097056: [BP] selenocysteinyl-tRNA(Sec) biosynthetic process	21.884	0.0
GO:0097056: [BP] selenocysteinyl-tRNA(Sec) biosynthetic process|g__Lactobacillus.s__Lactobacillus_kunkeei	21.884	0.0
GO:0097367: [MF] carbohydrate derivative binding	52.307	0.0
GO:0097367: [MF] carbohydrate derivative binding|g__Lactobacillus.s__Lactobacillus_kunkeei	24.09	0.0
GO:0097367: [MF] carbohydrate derivative binding|g__Zymomonas.s__Zymomonas_mobilis	28.217	0.0
GO:0097428: [BP] protein maturation by iron-sulfur cluster transfer	14.983	0.0
GO:0097428: [BP] protein maturation by iron-sulfur cluster transfer|g__Zymomonas.s__Zymomonas_mobilis	14.983	0.0
GO:0097573: [MF] glutathione oxidoreductase activity	4.696	0.0
GO:0097573: [MF] glutathione oxidoreductase activity|g__Zymomonas.s__Zymomonas_mobilis	4.696	0.0
